freq,stk_flow,sitc06,currency,partner,geo\TIME_PERIOD	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,EXP,COM,MIO_EUR,INT_EU27_2020,NO	83.49 	83.969 	66.985 	65.356 	77.805 	67.489 	69.692 	64.205 	159.829 	155.887 	57.372 	79.514 	97.098 	62.326 	65.201 	82.809 
A,EXP,COM,MIO_EUR,INT_EU27_2020,PL	204.096 	1141.258 	1680.07 	2172.608 	1899.319 	1911.263 	1795.892 	2348.294 	2918.456 	2978.75 	3203.365 	3874.798 	4368.202 	4193.81 	4679.965 	6060.91 
A,EXP,COM,MIO_EUR,INT_EU27_2020,PT	75.882 	44.142 	44.215 	50.367 	35.175 	46.775 	31.567 	31.851 	45.939 	47.733 	61.707 	50.776 	87.44 	103.585 	116.267 	138.321 
A,EXP,COM,MIO_EUR,INT_EU27_2020,RO	190.671 	210.081 	165.845 	230.758 	207.618 	199.623 	170.452 	155.152 	143.103 	165.829 	140.24 	172.031 	197.853 	254.608 	286.244 	312.684 
A,EXP,COM,MIO_EUR,INT_EU27_2020,SE	833.364 	710.259 	580.384 	713.999 	760.976 	794.566 	842.738 	863.488 	786.128 	846.163 	1045.667 	1126.683 	1148.697 	1074.369 	1212.334 	1281.171 
A,EXP,COM,MIO_EUR,INT_EU27_2020,SI	58.279 	160.341 	129.868 	122.516 	45.856 	45.572 	44.584 	69.052 	73.919 	88.493 	104.398 	85.716 	89.254 	74.843 	95.472 	116.792 
A,EXP,COM,MIO_EUR,INT_EU27_2020,SK	355.262 	417.372 	279.342 	464.121 	601.403 	764.802 	1081.484 	1010.104 	890.252 	982.521 	899.61 	894.613 	897.993 	935.893 	1094.059 	1064.634 
A,EXP,COM,MIO_EUR,WORLD,AT	1357.691 	1376.372 	1084.2 	1260.953 	1034.168 	967.738 	1333.488 	1526.062 	1123.843 	1300.294 	1370.219 	1448.669 	1431.351 	1403.55 	1526.765 	1600.263 
A,EXP,COM,MIO_EUR,WORLD,BE	2339.146 	2326.338 	1949.603 	1941.604 	2424.441 	2473.455 	2251.242 	1938.084 	2318.467 	2111.044 	2035.833 	1867.341 	1980.327 	1811.186 	1857.068 	2175.249 
A,EXP,COM,MIO_EUR,WORLD,BG	20.961 	26.441 	31.288 	38.65 	55.792 	65.257 	84.058 	83.835 	103.746 	125.929 	158.497 	171.049 	197.907 	198.714 	209.132 	297.553 
A,EXP,COM,MIO_EUR,WORLD,CH	136.544 	127.551 	110.735 	130.269 	128.036 	129.631 	140.269 	114.314 	574.218 	599.011 	592.982 	643.437 	744.931 	714.286 	741.395 	813.043 
A,EXP,COM,MIO_EUR,WORLD,CY	5.896 	18.567 	8.595 	6.15 	4.975 	4.386 	5.728 	3.989 	6.843 	13.667 	18.005 	13.948 	7.49 	11.905 	17.287 	15.478 
A,EXP,COM,MIO_EUR,WORLD,CZ	6056.924 	6069.721 	5305.597 	7880.55 	8925.133 	9433.778 	8284.255 	9121.142 	8984.76 	8445.674 	10056.484 	12375.987 	13205.84 	13984.295 	14135.606 	15799.737 
A,EXP,COM,MIO_EUR,WORLD,DE	16717.478 	14557.762 	12142.627 	13602.211 	13249.25 	12888.855 	12202.136 	13702.039 	15538.956 	14996.967 	18295.688 	18875.68 	18346.321 	18386.725 	21303.671 	21183.871 
A,EXP,COM,MIO_EUR,WORLD,DK	864.291 	754.168 	785.328 	1020.662 	1092.796 	1085.404 	1044.178 	1168.073 	1267.651 	1290.005 	1411.699 	1388.019 	1452.547 	1588.321 	1858.204 	2080.763 
A,EXP,COM,MIO_EUR,WORLD,EE	36.552 	21.712 	11.236 	13.644 	19.911 	17.031 	16.338 	13.182 	24.651 	36.273 	32.728 	39.421 	45.402 	52.305 	92.023 	119.039 
A,EXP,COM,MIO_EUR,WORLD,EL	61.046 	77.192 	63.363 	55.774 	43.221 	46.555 	45.753 	314.498 	459.203 	532.459 	446.715 	698.446 	706.205 	637.178 	544.773 	912.383 
A,EXP,COM,MIO_EUR,WORLD,ES	758.845 	601.527 	650.026 	673.067 	705.748 	663.536 	702.996 	716.255 	762.867 	807.796 	1050.678 	971.246 	1033.318 	1049.16 	1200.47 	1180.697 
A,EXP,COM,MIO_EUR,WORLD,EU27_2020	86561.73 	79849.601 	69114.89 	74165.258 	73956.997 	77070.031 	74040.514 	78101.433 	80450.289 	80783.903 	84778.379 	91877.274 	95069.253 	99260.512 	107267.29 	118366.227 
A,EXP,COM,MIO_EUR,WORLD,FI	495.296 	399.422 	299.629 	307.754 	333.141 	341.798 	343.325 	344.424 	298.621 	283.924 	287.437 	289.105 	367.317 	309.12 	411.399 	378.827 
A,EXP,COM,MIO_EUR,WORLD,FR	5267.935 	5008.892 	3507.329 	3499.882 	3444.603 	3105.896 	3031.157 	2892.981 	2913.478 	2817.603 	3068.784 	3397.262 	3204.586 	3107.516 	3358.801 	3634.292 
A,EXP,COM,MIO_EUR,WORLD,HR	61.996 	58.599 	37.448 	28.328 	26.569 	20.751 	20.842 	37.155 	44.808 	38.507 	39.636 	46.795 	48.717 	62.772 	67.681 	75.953 
A,EXP,COM,MIO_EUR,WORLD,HU	3549.82 	3001.373 	2071.5 	2179.124 	2341.899 	2477.565 	2531.824 	2599.199 	2744.943 	2776.674 	3190.029 	3204.197 	3334.427 	3490.457 	3442.616 	4893.18 
A,EXP,COM,MIO_EUR,WORLD,IE	11154.655 	8201.831 	5674.472 	3422.058 	2785.559 	2760.121 	3299.635 	3425.907 	3897.182 	3503.761 	3276.266 	4019.667 	4874.439 	4552.252 	3721.932 	4490.162 
A,EXP,COM,MIO_EUR,WORLD,IS	2.313 	1.886 	0.276 	0.775 	0.354 	0.699 	0.711 	0.423 	4.361 	3.292 	4.75 	5.334 	3.316 	7.125 	12.719 	8.084 
A,EXP,COM,MIO_EUR,WORLD,IT	1257.068 	1132.227 	1012.703 	1188.431 	1948.978 	2100.173 	1978.506 	1897.67 	2000.973 	1979.155 	2193.471 	2108.819 	2229.838 	2091.923 	2322.277 	2568.015 
A,EXP,COM,MIO_EUR,WORLD,LT	126.83 	109.114 	59.274 	93.823 	143.468 	189.688 	199.366 	233.401 	238.028 	254.178 	277.321 	267.368 	350.071 	349.069 	358.109 	418.945 
A,EXP,COM,MIO_EUR,WORLD,LU	4369.561 	5003.914 	3815.098 	1152.264 	382.967 	306.312 	333.21 	343.503 	381.767 	431.736 	208.847 	71.711 	96.32 	81.074 	98.343 	91.554 
A,EXP,COM,MIO_EUR,WORLD,LV	68.166 	72.667 	80.896 	96.287 	93.962 	119.361 	119.684 	122.606 	159.824 	199.444 	132.452 	153.633 	180.304 	232.206 	244.866 	281.985 
A,EXP,COM,MIO_EUR,WORLD,MT	15.271 	8.321 	5.039 	6.706 	5.798 	7.153 	8.412 	10.726 	10.685 	12.419 	14.797 	12.882 	14.3 	13.948 	12.098 	12.682 
A,EXP,COM,MIO_EUR,WORLD,NL	29175.162 	27032.002 	26231.13 	30418.346 	29817.533 	32371.946 	30479.527 	31283.955 	30382.266 	31884.981 	29691.088 	31828.4 	32377.945 	36061.708 	40006.702 	43812.012 
A,EXP,COM,MIO_EUR,WORLD,NO	116.038 	113.275 	87.473 	86.076 	97.858 	88.879 	95.364 	90.736 	268.97 	238.158 	193.739 	234.459 	270.889 	262.947 	263.362 	318.693 
A,EXP,COM,MIO_EUR,WORLD,PL	258.72 	1483.916 	2344.704 	3012.689 	2504.527 	2725.513 	2469.183 	3101.859 	3855.572 	3858.869 	4230.632 	5176.967 	5971.491 	6171.147 	6367.299 	8047.613 
A,EXP,COM,MIO_EUR,WORLD,PT	427.93 	257.759 	182.818 	112.105 	102.779 	139.763 	111.624 	110.199 	122.42 	120.849 	120.346 	101.341 	143.994 	163.935 	207.956 	219.76 
A,EXP,COM,MIO_EUR,WORLD,RO	213.268 	247.661 	199.59 	253.945 	231.067 	230.064 	202.01 	188.206 	190.224 	208.005 	194.355 	221.772 	267.177 	318.957 	347.134 	415.349 
A,EXP,COM,MIO_EUR,WORLD,SE	1453.756 	1390.682 	1092.534 	1260.478 	1458.2 	1606.575 	1624.414 	1633.439 	1490.525 	1525.197 	1798.369 	1969.127 	1963.94 	1874.687 	2121.251 	2233.434 
A,EXP,COM,MIO_EUR,WORLD,SI	75.909 	179.137 	144.554 	138.786 	62.249 	58.477 	61.338 	87.02 	100.638 	114.838 	136.144 	127.253 	141.454 	127.589 	164.359 	196.772 
A,EXP,COM,MIO_EUR,WORLD,SK	371.559 	432.284 	324.309 	500.988 	718.264 	862.88 	1256.288 	1202.026 	1027.349 	1113.655 	1041.858 	1031.169 	1096.225 	1128.816 	1269.471 	1230.658 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,AT	78.197 	86.073 	98.643 	121.168 	111.74 	79.011 	86.995 	116.578 	108.177 	116.703 	122.443 	145.448 	117.517 	131.694 	153.378 	172.087 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,BE	208.555 	207.467 	154.624 	148.001 	219.177 	301.572 	209.007 	140.712 	163.986 	162.819 	192.756 	175.887 	178.92 	200.067 	247.106 	256.753 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,BG	6.337 	6.641 	6.181 	7.97 	7.498 	9.971 	10.731 	13.146 	17.312 	23.46 	30.211 	31.737 	33.763 	29.638 	38.398 	38.822 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,CH	200.931 	202.119 	151.382 	221.705 	233.107 	183.22 	190.658 	195.178 	216.718 	226.049 	314.094 	336.218 	239.335 	259.557 	304.256 	359.589 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,CY	0.916 	0.218 	0.286 	0.389 	0.537 	0.514 	0.405 	0.315 	0.444 	0.751 	0.426 	0.274 	0.43 	0.579 	0.801 	2.564 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,CZ	183.913 	198.267 	161.394 	197.247 	256.074 	239.017 	251.35 	243.077 	231.65 	215.64 	232.656 	237.409 	231.464 	209.956 	180.038 	238.78 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,DE	1810.272 	1982.096 	1512.042 	1904.307 	2166.677 	2111.447 	2234.888 	2073.679 	2199.905 	2316.095 	2669.217 	2680.907 	2837.532 	2592.931 	2760.086 	3123.929 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,DK	44.373 	39.895 	52.056 	65.443 	74.736 	90.102 	75.932 	77.522 	89.678 	86.174 	96.995 	86.576 	96.85 	92.482 	90.909 	113.932 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,EE	8.004 	6.929 	4.228 	5.886 	6.037 	8.462 	9.394 	11.516 	12.057 	10.463 	10.23 	10.231 	8.974 	25.765 	16.295 	11.093 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,EL	3.664 	3.885 	4.669 	2.703 	2.876 	5.575 	3.41 	3.899 	3.646 	3.48 	4.393 	4.585 	5.39 	3.727 	5.407 	9.411 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,ES	81.888 	68.381 	70.504 	82.465 	103.176 	108.593 	167.68 	184.242 	191.41 	147.905 	138.803 	154.755 	144.225 	148.476 	146.651 	183.198 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,EU27_2020	3956.06 	4104.597 	3411.48 	3982.205 	4516.454 	4615.143 	4562.068 	4494.085 	4758.991 	4921.042 	5532.029 	5683.605 	5995.712 	5588.924 	6370.718 	7360.357 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,FI	57.789 	57.115 	40.385 	47.132 	58.478 	52.461 	47.887 	51.406 	69.492 	81.045 	74.158 	77.662 	109.526 	79.611 	112.785 	103.967 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,FR	354.926 	312.167 	360.212 	334.641 	345.651 	354 	257.643 	236.778 	261.142 	254.618 	280.538 	305.305 	342.401 	298.803 	646.711 	663.774 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,HR	3.786 	4.38 	3.31 	2.737 	2.232 	3.496 	3.431 	3.542 	4.016 	3.937 	4.002 	6.338 	17.408 	8.466 	8.815 	13.586 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,HU	62.941 	71.201 	56.148 	126.02 	83.884 	76.691 	78.186 	98.843 	109.815 	122.319 	118.307 	114.441 	108.099 	112.551 	122.277 	130.571 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,IE	46.915 	46.001 	48.921 	44.279 	98.991 	120.042 	97.564 	140.38 	134.937 	159.062 	161.425 	184.114 	190.972 	219.442 	239.368 	310.737 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,IS	0.021 	0.051 	0.003 	0.018 	0.096 	0.088 	0.011 	0.101 	1.8 	0.008 	0.092 	0.174 	0.139 	0.084 	0.916 	1.092 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,IT	307.885 	288.954 	292.694 	276.792 	317.618 	336.562 	338.615 	351.102 	367.618 	375.397 	414.051 	419.59 	388.124 	335.589 	409.719 	460.897 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,LT	15.048 	19.141 	14.221 	17.938 	13.854 	14.283 	24.618 	19.731 	22.018 	25.111 	24.073 	36.123 	40.254 	26.767 	24.656 	18.845 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,LU	2.905 	8.917 	7.44 	1.462 	1.164 	3.264 	5.524 	7.715 	1.799 	1.215 	4.564 	3.464 	6.171 	3.841 	3.894 	3.68 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,LV	25.352 	6.44 	2.156 	3.496 	12.008 	4.736 	5.211 	12.599 	8.874 	9.185 	5.972 	9.82 	9.252 	9.936 	13.579 	9.469 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,MT	0.115 	2.816 	1.166 	0.692 	0.209 	0.299 	1.235 	0.378 	0.335 	0.22 	0.672 	0.209 	0.763 	0.461 	0.954 	1.672 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,NL	410.028 	389.611 	271.421 	292.588 	340.689 	379.706 	331.795 	343.432 	327.415 	347.281 	376.123 	463.204 	527.358 	512.688 	503.747 	636.83 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,NO	51.339 	41.919 	47.692 	38.812 	33.626 	42.22 	38.757 	35.938 	44.987 	33.919 	20.514 	25.924 	33.269 	19.833 	39.451 	53.095 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,PL	27.091 	42.41 	21.649 	24.026 	30.089 	36.318 	42.111 	44.393 	75.881 	78.446 	86.905 	119.453 	171.455 	146.269 	152.057 	187.902 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,PT	65.271 	75.381 	46.521 	54.302 	53.253 	62.817 	58.745 	57.427 	71.467 	110.569 	166.13 	105.08 	91.888 	73.389 	85.309 	95.564 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,RO	15.007 	15.22 	19.121 	30.846 	29.964 	27.872 	31.891 	39.871 	37.942 	41.23 	48.829 	62.245 	58.178 	52.558 	69.114 	88.396 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,SE	123.336 	147.982 	136.38 	164.477 	160.547 	165.754 	162.14 	189.555 	211.056 	183.907 	204.358 	191.4 	208.217 	207.731 	287.479 	421.18 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,SI	5.889 	4.892 	5.308 	9.634 	9.612 	13.903 	11.157 	17.698 	17.065 	20.913 	25.974 	28.379 	32.147 	28.994 	25.99 	33.08 
A,EXP,ELM,MIO_EUR,EXT_EU27_2020,SK	5.655 	12.115 	19.803 	15.564 	9.686 	8.678 	14.524 	14.548 	19.854 	23.1 	37.818 	28.969 	38.435 	36.513 	25.195 	29.64 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,AT	259.525 	248.279 	210.528 	234.411 	246.647 	204.46 	228.143 	215.121 	238.533 	237.643 	272.984 	335.727 	345.124 	319.485 	363.537 	489.812 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,BE	357.367 	322.111 	210.884 	200.298 	292.617 	226.976 	228.466 	289.266 	426.828 	381.57 	388.249 	388.767 	419.458 	386.402 	520.779 	629.62 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,BG	6.531 	6.948 	9.993 	10.308 	12.109 	10.194 	9.439 	17.488 	38.177 	44.235 	59.129 	58.667 	64.379 	60.791 	79.262 	89.801 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,CH	170.559 	180.323 	162.701 	195.965 	230.141 	221.274 	206.391 	190.849 	206.243 	205.44 	236.784 	248.569 	247.112 	229.406 	284.759 	312.541 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,CY	0.231 	0.205 	0.165 	0.391 	1.308 	1.383 	0.571 	1.215 	8.007 	0.74 	1.487 	0.955 	0.833 	0.553 	2.04 	3.847 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,CZ	251.267 	280.602 	222.766 	348.715 	408.025 	359.278 	399.771 	427.429 	438.504 	468.255 	538.62 	601.136 	667.859 	568.613 	785.16 	949.259 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,DE	1839.615 	1791.964 	1502.865 	1888.148 	2139.782 	2055.028 	2087.044 	2162.735 	2309.91 	2504.074 	2575.117 	2823.052 	3114.799 	2881.804 	3455.169 	4220.992 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,DK	86.269 	80.458 	92.333 	103.85 	93.248 	81.32 	87.705 	107.31 	100.035 	112.823 	145.174 	127.651 	110.497 	105.241 	146.879 	159.866 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,EE	7.204 	11.965 	5.932 	10.357 	5.194 	12.733 	12.458 	17.847 	14.13 	17.344 	27.678 	19.524 	20.894 	25.714 	31.35 	43.367 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,EL	22.113 	21.337 	12.447 	12.301 	9.74 	9.771 	6.027 	5.052 	5.076 	8.765 	8.376 	12.279 	9.764 	11.475 	12.72 	17.929 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,ES	127.923 	96.182 	66.917 	89.794 	163.826 	136.508 	144.144 	146.676 	166.713 	194.934 	200.509 	221.982 	283.643 	240.106 	281.572 	383.365 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,EU27_2020	5318.862 	5345.44 	4333.394 	5183.747 	5682.981 	5488.32 	5653.187 	6039.638 	6622.783 	7123.642 	7769.369 	8534.188 	9492.947 	9408.888 	11058.925 	13389.237 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,FI	59.663 	54.952 	34.116 	34.934 	35.556 	42.092 	36.609 	44.208 	52.345 	54.445 	62.749 	64.425 	59.932 	54.974 	63.471 	84.7 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,FR	227.391 	241.654 	195.574 	204.175 	189.266 	200.64 	191.159 	221.634 	260.09 	265.659 	468.097 	589.588 	664.837 	629.054 	911.349 	1050.847 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,HR	65.322 	49.978 	29.031 	21.352 	7.883 	4.914 	6.069 	6.124 	7.795 	12.192 	21.166 	23.689 	30.088 	60.021 	146.147 	186.485 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,HU	234.942 	247.932 	252.593 	272.414 	232.601 	225.506 	312.774 	313.683 	374.999 	369.132 	359.397 	347.688 	285.092 	256.152 	280.416 	354.625 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,IE	62.039 	55.945 	58.381 	27.959 	33.88 	38.678 	44.723 	99.57 	89.391 	92.289 	96.396 	73.326 	76.538 	81 	105.108 	109.741 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,IS	0.018 	0.342 	0.017 	0.06 	0.015 	0.046 	0.059 	0.093 	0.028 	0.032 	0.032 	0.132 	0.158 	0.208 	0.232 	0.111 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,IT	372.64 	375.587 	292.003 	362.71 	384.229 	363.577 	381.243 	350.818 	349.943 	369.162 	418.175 	451.465 	442.4 	379.225 	467.363 	520.28 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,LT	2.851 	2.346 	2.948 	4.558 	6.539 	11.26 	6.08 	7.592 	13.136 	11.57 	14.796 	16.204 	18.568 	24.046 	32.85 	42.089 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,LU	22.997 	25.348 	25.686 	13.665 	11.69 	10.795 	10.864 	11.903 	12.096 	14.752 	14.256 	14.547 	13.962 	15.676 	17.26 	14.403 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,LV	2.126 	1.923 	2.633 	2.103 	2.435 	49.411 	51.586 	6.097 	6.347 	7.533 	11.062 	12.958 	17.771 	17.233 	21.001 	57.851 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,MT	0.655 	0.169 	0.365 	0.358 	0.472 	0.343 	0.196 	0.83 	0.102 	0.074 	0.19 	0.045 	0.645 	0.991 	0.035 	0.19 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,NL	955.771 	1037.846 	718.37 	919.527 	878.866 	863.751 	723.813 	823.869 	762.61 	965.451 	1082.746 	1285.42 	1615.599 	1844.648 	1666.171 	2070.453 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,NO	37.31 	36.38 	28.94 	22.195 	20.048 	29.03 	20.866 	22.782 	22.479 	20.678 	10.02 	10.713 	23.603 	17.888 	34.46 	19.604 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,PL	72.227 	72.375 	55.693 	77.268 	82.636 	72.865 	87.645 	131.192 	324.89 	376.605 	441.111 	440.435 	495.304 	500.936 	632.355 	826.574 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,PT	96.227 	96.957 	76.223 	68.924 	102.38 	127.416 	127.624 	119.65 	128.982 	129.075 	123.677 	126.137 	186.193 	237.536 	259.484 	209.486 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,RO	45.321 	62.39 	113.832 	88.221 	105.242 	124.036 	119.874 	141.591 	164.755 	192.22 	119.242 	119.98 	143.134 	136.863 	136.997 	166.263 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,SE	93.761 	102.386 	95.409 	121.818 	148.94 	159.136 	142.515 	146.828 	165.155 	190.172 	174.49 	192.524 	192.923 	336.164 	365.375 	427.378 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,SI	16.438 	20.104 	16.354 	23.987 	19.509 	24.786 	110.813 	134.343 	111.373 	34.595 	75.176 	99.487 	118.985 	117.064 	112.855 	121.378 
A,EXP,ELM,MIO_EUR,INT_EU27_2020,SK	30.448 	37.496 	29.354 	41.198 	68.358 	71.462 	95.831 	89.569 	52.861 	68.335 	69.322 	86.528 	93.726 	117.121 	162.221 	158.636 
A,EXP,ELM,MIO_EUR,WORLD,AT	337.722 	334.352 	309.171 	355.578 	358.387 	283.471 	315.138 	331.699 	346.71 	354.346 	395.427 	481.175 	462.641 	451.179 	516.915 	661.899 
A,EXP,ELM,MIO_EUR,WORLD,BE	565.922 	529.578 	365.508 	348.3 	511.794 	528.548 	437.473 	429.978 	590.814 	544.388 	581.004 	564.654 	598.378 	586.469 	767.886 	886.372 
A,EXP,ELM,MIO_EUR,WORLD,BG	12.868 	13.589 	16.174 	18.279 	19.607 	20.165 	20.17 	30.633 	55.489 	67.695 	89.34 	90.404 	98.142 	90.429 	117.66 	128.623 
A,EXP,ELM,MIO_EUR,WORLD,CH	371.49 	382.443 	314.083 	417.671 	463.248 	404.494 	397.049 	386.027 	422.961 	431.489 	550.877 	584.787 	486.447 	488.962 	589.015 	672.13 
A,EXP,ELM,MIO_EUR,WORLD,CY	1.146 	0.423 	0.451 	0.78 	1.845 	1.897 	0.977 	1.531 	8.451 	1.491 	1.913 	1.229 	1.263 	1.132 	2.841 	6.41 
A,EXP,ELM,MIO_EUR,WORLD,CZ	435.179 	478.869 	384.16 	545.961 	664.099 	598.295 	651.122 	670.506 	670.154 	683.894 	771.276 	838.546 	899.323 	778.569 	965.198 	1188.039 
A,EXP,ELM,MIO_EUR,WORLD,DE	3649.888 	3774.06 	3014.906 	3792.455 	4306.459 	4166.475 	4321.932 	4236.414 	4509.815 	4820.168 	5244.334 	5503.958 	5952.331 	5474.735 	6215.255 	7344.921 
A,EXP,ELM,MIO_EUR,WORLD,DK	130.642 	120.353 	144.389 	169.293 	167.984 	171.421 	163.636 	184.832 	189.713 	198.997 	242.17 	214.227 	207.347 	197.723 	237.788 	273.798 
A,EXP,ELM,MIO_EUR,WORLD,EE	15.208 	18.893 	10.16 	16.243 	11.231 	21.196 	21.852 	29.362 	26.187 	27.807 	37.908 	29.755 	29.868 	51.479 	47.645 	54.46 
A,EXP,ELM,MIO_EUR,WORLD,EL	25.777 	25.223 	17.116 	15.004 	12.617 	15.347 	9.437 	8.951 	8.722 	12.245 	12.769 	16.864 	15.154 	15.202 	18.128 	27.341 
A,EXP,ELM,MIO_EUR,WORLD,ES	209.81 	164.563 	137.42 	172.259 	267.001 	245.1 	311.824 	330.917 	358.123 	342.839 	339.313 	376.737 	427.868 	388.582 	428.223 	566.563 
A,EXP,ELM,MIO_EUR,WORLD,EU27_2020	9274.922 	9450.037 	7744.874 	9165.951 	10199.435 	10103.463 	10215.255 	10533.723 	11381.774 	12044.684 	13301.398 	14217.793 	15488.66 	14997.811 	17429.643 	20749.593 
A,EXP,ELM,MIO_EUR,WORLD,FI	117.453 	112.068 	74.502 	82.067 	94.034 	94.552 	84.496 	95.614 	121.837 	135.49 	136.908 	142.087 	169.458 	134.585 	176.255 	188.667 
A,EXP,ELM,MIO_EUR,WORLD,FR	582.317 	553.821 	555.786 	538.816 	534.917 	554.64 	448.802 	458.412 	521.232 	520.277 	748.635 	894.893 	1007.238 	927.857 	1558.06 	1714.621 
A,EXP,ELM,MIO_EUR,WORLD,HR	69.107 	54.358 	32.341 	24.089 	10.115 	8.41 	9.499 	9.666 	11.811 	16.129 	25.167 	30.028 	47.496 	68.487 	154.961 	200.071 
A,EXP,ELM,MIO_EUR,WORLD,HU	297.883 	319.134 	308.741 	398.434 	316.485 	302.197 	390.961 	412.525 	484.814 	491.45 	477.704 	462.129 	393.191 	368.703 	402.694 	485.196 
A,EXP,ELM,MIO_EUR,WORLD,IE	108.954 	101.946 	107.302 	72.239 	132.872 	158.72 	142.287 	239.95 	224.329 	251.351 	257.82 	257.44 	267.511 	300.442 	344.476 	420.478 
A,EXP,ELM,MIO_EUR,WORLD,IS	0.039 	0.393 	0.02 	0.078 	0.111 	0.134 	0.07 	0.193 	1.828 	0.04 	0.124 	0.307 	0.297 	0.292 	1.148 	1.203 
A,EXP,ELM,MIO_EUR,WORLD,IT	680.525 	664.542 	584.697 	639.502 	701.846 	700.139 	719.858 	701.92 	717.561 	744.559 	832.226 	871.056 	830.524 	714.814 	877.082 	981.177 
A,EXP,ELM,MIO_EUR,WORLD,LT	17.9 	21.487 	17.169 	22.496 	20.393 	25.542 	30.698 	27.323 	35.154 	36.68 	38.868 	52.327 	58.823 	50.813 	57.506 	60.934 
A,EXP,ELM,MIO_EUR,WORLD,LU	25.902 	34.264 	33.126 	15.127 	12.854 	14.059 	16.388 	19.618 	13.895 	15.966 	18.82 	18.011 	20.133 	19.517 	21.153 	18.083 
A,EXP,ELM,MIO_EUR,WORLD,LV	27.478 	8.363 	4.788 	5.599 	14.443 	54.146 	56.797 	18.696 	15.221 	16.717 	17.034 	22.778 	27.023 	27.169 	34.58 	67.319 
A,EXP,ELM,MIO_EUR,WORLD,MT	0.769 	2.985 	1.532 	1.05 	0.681 	0.642 	1.431 	1.209 	0.437 	0.294 	0.862 	0.254 	1.409 	1.452 	0.989 	1.863 
A,EXP,ELM,MIO_EUR,WORLD,NL	1365.799 	1427.457 	989.791 	1212.115 	1219.555 	1243.457 	1055.608 	1167.301 	1090.025 	1312.732 	1458.868 	1748.624 	2142.957 	2357.336 	2169.919 	2707.283 
