freq,stk_flow,sitc06,currency,partner,geo\TIME_PERIOD	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,IMP,AER,MIO_EUR,EXT_EU27_2020,LV	2.506 	1.924 	1.929 	52.967 	14.441 	7.306 	7.244 	7.001 	17.866 	70.945 	394.762 	855.878 	595.488 	269.134 	607.388 	700.279 
A,IMP,AER,MIO_EUR,EXT_EU27_2020,MT	3.228 	34.903 	163.278 	131.256 	180.233 	107.513 	116.463 	318.61 	335.959 	718.539 	274.749 	186.487 	231.778 	270.705 	489.363 	1039.934 
A,IMP,AER,MIO_EUR,EXT_EU27_2020,NL	1040.651 	1586.45 	2146.843 	1489.148 	1502.548 	1793.077 	1400.388 	1256.527 	2411.622 	3839.393 	3658.328 	3264.699 	4060.514 	2137.156 	2239.112 	3593.538 
A,IMP,AER,MIO_EUR,EXT_EU27_2020,NO	361.623 	633.083 	645.773 	753.798 	743.191 	807.209 	432.596 	639.558 	685.153 	739.137 	1085.457 	1419.067 	1148.887 	1058.874 	587.569 	1082.09 
A,IMP,AER,MIO_EUR,EXT_EU27_2020,PL	121.662 	130.095 	322.76 	554.203 	683.861 	1200.21 	1232.208 	935.604 	947.713 	1337.244 	1530.883 	1712.183 	2267.015 	1566.868 	1735.407 	3180.139 
A,IMP,AER,MIO_EUR,EXT_EU27_2020,PT	158.831 	172.37 	207.987 	198.69 	123.058 	244.591 	275.424 	339.675 	230.77 	665.917 	640.606 	302.59 	303.623 	158.996 	181.567 	423.878 
A,IMP,AER,MIO_EUR,EXT_EU27_2020,RO	29.675 	63.428 	66.329 	53.756 	57.472 	46.617 	45.844 	25.433 	11.385 	22.772 	287.535 	149.579 	27.509 	18.729 	38.028 	68.503 
A,IMP,AER,MIO_EUR,EXT_EU27_2020,SE	417.727 	519.193 	363.759 	267.527 	449.312 	606.991 	328.035 	410.749 	501.109 	392.235 	364.791 	816.498 	781.472 	209.476 	584.024 	485.365 
A,IMP,AER,MIO_EUR,EXT_EU27_2020,SI	124.456 	174.542 	54.295 	3.766 	37.535 	127.858 	91.549 	72.065 	31.475 	41.741 	95.273 	114.845 	174.959 	88.729 	121.476 	217.456 
A,IMP,AER,MIO_EUR,EXT_EU27_2020,SK	28.026 	54.22 	22.77 	31.824 	10.721 	22.003 	21.805 	59.578 	22.651 	79.542 	80.883 	38.913 	75.124 	49.031 	13.678 	11.775 
A,IMP,AER,MIO_EUR,INT_EU27_2020,AT	515.481 	737.011 	240.052 	21.709 	227.386 	308.362 	1061.907 	131.012 	250.42 	389.17 	608.38 	54.341 	63.918 	33.849 	133.83 	197.466 
A,IMP,AER,MIO_EUR,INT_EU27_2020,BE	132.226 	130.203 	217.738 	126.705 	145.796 	130.977 	304.677 	397.159 	472.658 	555.864 	388.198 	386.322 	1497.512 	954.734 	1110.045 	518.382 
A,IMP,AER,MIO_EUR,INT_EU27_2020,BG	23.984 	32.442 	1.665 	30.723 	80.569 	5.882 	7.251 	2.882 	5.702 	12.502 	11.782 	8.167 	2.721 	10.798 	16.03 	10.467 
A,IMP,AER,MIO_EUR,INT_EU27_2020,CH	850.423 	173.485 	168.39 	151.861 	163.097 	132.401 	155.507 	133.916 	462.472 	424.352 	637.035 	445.337 	462.146 	585.271 	524.872 	604.804 
A,IMP,AER,MIO_EUR,INT_EU27_2020,CY	0.261 	0.921 	0.54 	217.401 	1.415 	0.207 	4.939 	0.434 	8.657 	46.539 	44.082 	6.268 	1.668 	14.446 	41.909 	113.621 
A,IMP,AER,MIO_EUR,INT_EU27_2020,CZ	359.852 	268.956 	141.521 	231.004 	125.551 	61.516 	65.729 	93.875 	82.92 	103.143 	43.497 	49.345 	89.349 	38.777 	139.321 	97.58 
A,IMP,AER,MIO_EUR,INT_EU27_2020,DE	6871.585 	9040.049 	9018.804 	11557.988 	11447.067 	11989.04 	13881.87 	14987.958 	14316.606 	13815.723 	9251.038 	6796.508 	8025.061 	5067.56 	3750.83 	3732.049 
A,IMP,AER,MIO_EUR,INT_EU27_2020,DK	119.517 	49.858 	93.732 	66.505 	79.476 	88.113 	133.22 	103.415 	83.442 	125.468 	131.748 	104.435 	108.893 	12.346 	35.626 	46.721 
A,IMP,AER,MIO_EUR,INT_EU27_2020,EE	14.66 	13.033 	0.724 	13.434 	0.706 	27.456 	4.216 	2.321 	6.326 	10.889 	29.602 	32.913 	13.005 	18.046 	21.3 	12.999 
A,IMP,AER,MIO_EUR,INT_EU27_2020,EL	633.026 	245.081 	23.711 	58.147 	174.22 	127.073 	68.824 	132.922 	44.071 	10.449 	112.012 	8.881 	7.924 	6.11 	70.591 	46.381 
A,IMP,AER,MIO_EUR,INT_EU27_2020,ES	1047.638 	674.888 	596.048 	813.185 	559.012 	585.33 	700.518 	569.099 	1232.501 	1268.69 	1105.981 	1002.896 	789.862 	759.43 	805.112 	2329.749 
A,IMP,AER,MIO_EUR,INT_EU27_2020,EU27_2020	19807.075 	21804.026 	21068.274 	26511.921 	26742.12 	30259.868 	31086.395 	33516.694 	35328.822 	36403.376 	31642.49 	23935.352 	32113.99 	20169.616 	10109.991 	11287.552 
A,IMP,AER,MIO_EUR,INT_EU27_2020,FI	193.34 	207.332 	381.762 	274.957 	46.508 	47.71 	182.781 	115.848 	452.406 	626.671 	618.674 	192.933 	440.691 	373.67 	58.2 	96.448 
A,IMP,AER,MIO_EUR,INT_EU27_2020,FR	8126.451 	8692.482 	8469.664 	9334.711 	9890.817 	12325.383 	10327.913 	10296.695 	10324.755 	8865.379 	5584.571 	3739.637 	4581.481 	2157.531 	1074.824 	1141.49 
A,IMP,AER,MIO_EUR,INT_EU27_2020,HR	22.532 	35.061 	43.979 	14.473 	24.847 	18.929 	19.358 	27.471 	27.256 	52.321 	22.007 	22.838 	23.091 	28.214 	6.918 	25.039 
A,IMP,AER,MIO_EUR,INT_EU27_2020,HU	9.476 	7.226 	4.477 	3.033 	29.805 	5.191 	3.74 	15.742 	19.609 	23.895 	20.421 	22.647 	16.433 	4.59 	5.462 	44.369 
A,IMP,AER,MIO_EUR,INT_EU27_2020,IE	405.478 	164.323 	518.844 	2365.474 	2821.946 	3580.724 	3401.496 	5511.47 	6809.097 	9114.028 	11743.687 	9383.807 	11921.955 	8183.271 	45.931 	88.351 
A,IMP,AER,MIO_EUR,INT_EU27_2020,IS	17.062 	2.7 	4.932 	0.395 	1.686 	14.722 	4.237 	1.992 	47.622 	16.002 	27.09 	19.233 	20.85 	17.329 	4.201 	90.584 
A,IMP,AER,MIO_EUR,INT_EU27_2020,IT	199.257 	268.934 	282.275 	410.201 	256.397 	282.454 	215.182 	197.552 	216.334 	153.284 	179.159 	168.024 	259.485 	186.665 	223.24 	244.239 
A,IMP,AER,MIO_EUR,INT_EU27_2020,LT	9.214 	33.475 	26.857 	5.388 	5.342 	6.209 	3.872 	3.38 	6.484 	6.867 	15.809 	22.491 	17.352 	19.447 	12.524 	6.637 
A,IMP,AER,MIO_EUR,INT_EU27_2020,LU	34.645 	240.604 	52.266 	296.719 	292.336 	141.27 	142.038 	323.273 	42.748 	43.808 	205.967 	10.042 	60.469 	183.037 	374.942 	6.93 
A,IMP,AER,MIO_EUR,INT_EU27_2020,LV	12.375 	19.269 	7.439 	4.459 	15.434 	8.019 	7.574 	7.541 	116.757 	6.881 	88.764 	12.938 	65.648 	16.002 	26.362 	19.415 
A,IMP,AER,MIO_EUR,INT_EU27_2020,MT	82.166 	5.86 	37.862 	1.672 	16.408 	14.495 	0.839 	27.242 	0.695 	2.368 	14.617 	180.907 	175.859 	252.271 	274.644 	224.767 
A,IMP,AER,MIO_EUR,INT_EU27_2020,NL	147.592 	187.939 	197.504 	89.945 	75.478 	139.848 	128.338 	135.525 	192.883 	337.518 	415.845 	421.699 	522.393 	540.585 	661.83 	1134.433 
A,IMP,AER,MIO_EUR,INT_EU27_2020,NO	165.452 	220.204 	196.138 	159.908 	110.555 	113.858 	191.187 	278.439 	266.434 	239.16 	143.783 	281.551 	371.906 	194.7 	147.484 	137.198 
A,IMP,AER,MIO_EUR,INT_EU27_2020,PL	155.043 	89.549 	174.295 	228.399 	159.621 	227.499 	207.529 	232.393 	280.379 	308.262 	586.104 	467.969 	445.977 	434.841 	729.095 	514.644 
A,IMP,AER,MIO_EUR,INT_EU27_2020,PT	408.119 	487.689 	367.398 	131.29 	82.1 	32.793 	45.71 	76.936 	36.338 	72.805 	193.337 	668.947 	2701 	682.187 	359.013 	446.512 
A,IMP,AER,MIO_EUR,INT_EU27_2020,RO	128.47 	55.719 	42.711 	73.871 	113.638 	55.754 	68.619 	19.457 	56.719 	132.765 	51.71 	18.838 	92.916 	107.917 	53.201 	39.65 
A,IMP,AER,MIO_EUR,INT_EU27_2020,SE	120.433 	75.599 	75.782 	45.114 	58.561 	35.523 	85.042 	100.623 	229.814 	304.965 	123.866 	106.232 	149.849 	70.566 	65.128 	108.072 
A,IMP,AER,MIO_EUR,INT_EU27_2020,SI	24.448 	29.913 	37.411 	76.021 	5.718 	4.286 	1.695 	1.516 	1.802 	2.021 	1.631 	2.818 	23.007 	3.963 	6.314 	18.665 
A,IMP,AER,MIO_EUR,INT_EU27_2020,SK	9.807 	10.612 	13.212 	19.392 	5.965 	9.824 	11.518 	2.954 	11.442 	11.103 	50 	42.511 	16.47 	8.761 	7.77 	22.474 
A,IMP,AER,MIO_EUR,WORLD,AT	1140.402 	1380.279 	713.863 	416.461 	547.344 	750.753 	1496.031 	663.081 	606.807 	585.41 	1018.223 	473.399 	1022.539 	657.969 	462.976 	512.289 
A,IMP,AER,MIO_EUR,WORLD,BE	708.011 	803.312 	815.647 	498.723 	609.7 	604.85 	762.704 	1059.008 	1035.537 	1523.101 	1377.807 	1589.044 	2454.897 	1797.299 	2025.137 	1426.646 
A,IMP,AER,MIO_EUR,WORLD,BG	63.77 	66.62 	18.24 	48.648 	109.797 	151.5 	39.63 	44.239 	17.032 	43.855 	71.826 	58.665 	34.52 	68.141 	68.57 	147.565 
A,IMP,AER,MIO_EUR,WORLD,CH	1871.186 	403.659 	315.687 	301.848 	286.977 	302.631 	366.344 	389.217 	1310.564 	3274.615 	2670.571 	2615.863 	2210.716 	1637.276 	1500.821 	1504.873 
A,IMP,AER,MIO_EUR,WORLD,CY	1.103 	12.907 	4.349 	222.545 	86.796 	2.468 	6.244 	17.707 	21.735 	170.035 	208.387 	89.206 	91.689 	98.023 	273.134 	118.895 
A,IMP,AER,MIO_EUR,WORLD,CZ	582.799 	433.086 	298.279 	499.736 	305.971 	368.733 	239.944 	389.619 	254.166 	339.532 	474.588 	837.063 	511.845 	235.01 	442.86 	643.589 
A,IMP,AER,MIO_EUR,WORLD,DE	11863.253 	13846.784 	14207.398 	17173.759 	17288.87 	19769.173 	21326.582 	22194.576 	22697.371 	21449.016 	16831.162 	16902.554 	21266.626 	14362.961 	14140.577 	15952.593 
A,IMP,AER,MIO_EUR,WORLD,DK	794.037 	669.587 	852.256 	412.817 	217.22 	386.457 	291.386 	501.872 	330.541 	385.268 	341.751 	438.882 	307.084 	102.307 	465.37 	347.134 
A,IMP,AER,MIO_EUR,WORLD,EE	26.096 	24.328 	21.657 	16.943 	66.091 	29.236 	9.468 	11.468 	9.129 	28.279 	34.506 	56.785 	35.23 	40.545 	63.343 	34.849 
A,IMP,AER,MIO_EUR,WORLD,EL	913.522 	716.431 	1157.743 	717.677 	242.451 	179.789 	102.888 	146.778 	83.252 	101.848 	155.541 	40.798 	91.529 	18.211 	113.038 	220.202 
A,IMP,AER,MIO_EUR,WORLD,ES	2857.615 	2111.554 	1080.289 	1650.485 	1449.372 	1724.611 	1874.065 	1418.789 	2217.353 	3353.703 	4257.83 	2938.762 	2939.461 	2329.096 	2614.816 	5146.218 
A,IMP,AER,MIO_EUR,WORLD,EU27_2020	41830.137 	43322.215 	44338.383 	48968.655 	51157.336 	60482.355 	58591.315 	60914.562 	67773.548 	77003.535 	74890.591 	73674.32 	86435.128 	54213.223 	48939.163 	61142.362 
A,IMP,AER,MIO_EUR,WORLD,FI	424.78 	347.626 	539.751 	386.679 	129.417 	181.734 	404.819 	304.114 	566.709 	705.646 	730.283 	305.518 	555.509 	483.776 	184.015 	264.991 
A,IMP,AER,MIO_EUR,WORLD,FR	14999.823 	15033.815 	14918.196 	15501.969 	16457.247 	19404.444 	17663.174 	17694.281 	20143.131 	21235.64 	17679.602 	16789.197 	20435.993 	10561.991 	9974.597 	14562.032 
A,IMP,AER,MIO_EUR,WORLD,HR	55.062 	129.008 	115.161 	85.785 	37.194 	33.689 	29.564 	38.574 	46.745 	72.895 	35.223 	33.672 	34.156 	31.538 	45.465 	108.415 
A,IMP,AER,MIO_EUR,WORLD,HU	19.776 	28.379 	59.118 	55.516 	77.702 	50.722 	68.722 	92.053 	87.383 	103.899 	105.596 	115.306 	156.844 	193.931 	94 	111.818 
A,IMP,AER,MIO_EUR,WORLD,IE	2381.061 	2014.753 	3746.995 	6271.254 	7832.552 	9556.362 	7897.207 	10069.392 	11651.184 	16439.812 	20667.225 	22067.305 	21946.759 	14964.376 	7578.283 	7397.788 
A,IMP,AER,MIO_EUR,WORLD,IS	310.134 	143.714 	85.695 	36.639 	64.897 	147.441 	39.975 	49.635 	162.153 	212.761 	48.365 	131.912 	72.516 	49.254 	129.435 	144.133 
A,IMP,AER,MIO_EUR,WORLD,IT	1204.742 	1240.135 	1107.454 	1013.187 	1178.711 	1095.461 	992.934 	999.353 	1403.652 	1226.222 	1170.64 	1232.418 	1383.232 	924.225 	1188.611 	1389.041 
A,IMP,AER,MIO_EUR,WORLD,LT	100.393 	112.477 	41.76 	33.787 	35.797 	34.556 	59.242 	55.112 	38.978 	51.58 	65.193 	54.911 	53.924 	41.715 	71.164 	87.571 
A,IMP,AER,MIO_EUR,WORLD,LU	678.676 	651.861 	336.663 	509.385 	893.002 	1473.61 	1250.888 	1185.119 	1125.463 	840.776 	811.524 	286.304 	402.69 	416.192 	939.806 	421.226 
A,IMP,AER,MIO_EUR,WORLD,LV	14.881 	21.193 	9.368 	57.426 	29.875 	15.325 	14.818 	14.543 	134.622 	77.826 	483.526 	868.816 	661.136 	285.136 	633.75 	719.694 
A,IMP,AER,MIO_EUR,WORLD,MT	85.394 	40.764 	201.14 	132.928 	196.641 	122.008 	117.302 	345.852 	336.654 	720.907 	289.367 	367.394 	407.637 	522.976 	764.007 	1264.701 
A,IMP,AER,MIO_EUR,WORLD,NL	1188.243 	1774.389 	2344.347 	1579.093 	1578.026 	1932.925 	1528.726 	1392.052 	2604.505 	4176.911 	4074.172 	3686.398 	4582.907 	2677.741 	2900.942 	4727.971 
A,IMP,AER,MIO_EUR,WORLD,NO	527.075 	853.287 	841.911 	913.706 	853.746 	921.066 	623.783 	917.998 	951.587 	978.298 	1229.24 	1700.618 	1520.793 	1253.574 	735.053 	1219.289 
A,IMP,AER,MIO_EUR,WORLD,PL	276.705 	219.643 	497.055 	782.602 	843.482 	1427.71 	1439.737 	1167.997 	1228.091 	1645.506 	2116.987 	2180.153 	2712.992 	2001.71 	2464.503 	3694.783 
A,IMP,AER,MIO_EUR,WORLD,PT	566.95 	660.059 	575.385 	329.98 	205.158 	277.384 	321.135 	416.611 	267.108 	738.722 	833.943 	971.537 	3004.623 	841.183 	540.579 	870.39 
A,IMP,AER,MIO_EUR,WORLD,RO	158.144 	119.148 	109.04 	127.627 	171.11 	102.371 	114.462 	44.891 	68.105 	155.536 	339.245 	168.417 	120.425 	126.646 	91.228 	108.153 
A,IMP,AER,MIO_EUR,WORLD,SE	538.161 	594.792 	439.541 	312.641 	507.873 	642.513 	413.077 	511.372 	730.923 	697.2 	488.657 	922.731 	931.321 	280.041 	649.153 	593.437 
A,IMP,AER,MIO_EUR,WORLD,SI	148.904 	204.455 	91.706 	79.787 	43.253 	132.144 	93.244 	73.58 	33.277 	43.762 	96.904 	117.663 	197.966 	92.692 	127.79 	236.121 
A,IMP,AER,MIO_EUR,WORLD,SK	37.833 	64.832 	35.982 	51.216 	16.685 	31.827 	33.323 	62.532 	34.093 	90.645 	130.883 	81.424 	91.595 	57.793 	21.448 	34.248 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,AT	39.711 	26.637 	34.61 	59.264 	68.332 	85.056 	101.797 	38.761 	23.669 	32.808 	36.184 	42.763 	48.812 	45.525 	47.438 	80.486 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,BE	60.998 	69.131 	58.971 	71.477 	68.598 	67.308 	66.457 	60.529 	88.146 	24.59 	99.488 	77.008 	66.132 	109.304 	111.924 	62.837 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,BG	0.004 	0.039 	0.021 	0.012 	0.012 	0.025 	0.007 	0.013 	0 	0.004 	0.007 	0.006 	0.01 	0.011 	: 	: 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,CH	: 	: 	: 	: 	: 	: 	: 	: 	27.894 	37.031 	32.644 	41.224 	78.713 	45.125 	39.56 	28.213 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,CY	12.152 	10.176 	2.788 	98.03 	1.336 	0.925 	0.542 	0.436 	0.197 	0.548 	0.544 	0.525 	0.567 	0.353 	0.347 	0.362 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,CZ	5.947 	7.287 	7.056 	8.729 	8.276 	9.931 	10.771 	13.145 	13.297 	16.655 	21.033 	23.338 	20.162 	18.537 	34.556 	35.979 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,DE	62.1 	69.612 	70.468 	80.592 	97.009 	98.79 	96.129 	85.452 	96.169 	121.632 	112.035 	111.759 	120.232 	125.631 	126.501 	187.607 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,DK	26.889 	43.764 	23.829 	28.551 	28.624 	32.914 	19.472 	17.765 	24.081 	21.778 	20.083 	54.827 	120.241 	215.777 	91.833 	118.505 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,EE	1.569 	8.154 	4.706 	7.518 	9.41 	24.201 	18.64 	9.68 	22.879 	50.304 	15.915 	29.959 	54.366 	81.228 	32.179 	42.532 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,EL	4.012 	4.71 	6.988 	8.81 	6.24 	6.918 	3.32 	3.351 	4.393 	5.716 	4.304 	3.068 	3.869 	5.005 	3.975 	2.482 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,ES	21.181 	29.903 	41.736 	42.272 	116.46 	44.018 	47.673 	31.299 	29.543 	26.791 	73.584 	99.036 	100.553 	127.037 	120.909 	147.82 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,EU27_2020	546.14 	547.968 	485.24 	656.782 	632.822 	654.515 	692.938 	555.632 	677.933 	759.649 	778.044 	908.662 	1035.031 	1273.431 	1204.539 	2024.629 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,FI	14.675 	20.317 	10.423 	7.865 	10.195 	14.263 	11.714 	6.874 	8.073 	9.303 	7.713 	10.761 	8.293 	14.031 	8.364 	14.365 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,FR	31.436 	38.742 	27.596 	34.537 	28.854 	39.519 	53.506 	32.51 	41.11 	53.376 	42.274 	40.261 	42.827 	43.601 	62.383 	78.721 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,HR	1.755 	1.95 	1.221 	1.237 	5.569 	7.381 	18.46 	13.384 	2.355 	4.653 	6.729 	5.641 	11.46 	5.626 	4.904 	7.707 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,HU	2.54 	2.274 	3.203 	1.179 	3.206 	4.793 	5.183 	4.122 	5.449 	3.307 	9.26 	8.58 	7.567 	27.614 	10.084 	58.194 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,IE	40.409 	7.86 	8.679 	14.309 	7.069 	6.99 	5.754 	5.384 	3.64 	7.457 	3.44 	27.244 	5.525 	4.333 	7.25 	2.655 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,IS	: 	: 	: 	: 	: 	: 	: 	: 	0.664 	0.776 	1.14 	1.465 	1.125 	1.14 	1.09 	1.372 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,IT	29.15 	32.035 	30.494 	24.284 	46.068 	55.956 	32.646 	42.052 	53.424 	55.031 	30.787 	32.726 	45.488 	23.954 	38.671 	46.771 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,LT	9.316 	2.099 	1.175 	0.703 	2.575 	7.008 	2.474 	3.136 	18.611 	6.741 	27.292 	4.47 	23.65 	109.157 	60.204 	39.751 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,LU	0.471 	0.596 	0.417 	0.518 	0.562 	0.77 	0.53 	0.445 	0.949 	1.595 	0.58 	0.554 	0.157 	0.356 	0.481 	0.715 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,LV	4.311 	2.651 	0.955 	1.842 	1.201 	0.583 	1.021 	0.987 	4.411 	13.696 	15.543 	8.962 	15.212 	25.258 	36.335 	8.911 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,MT	0.163 	0.374 	0.387 	0.662 	0.235 	0.544 	0.629 	0.691 	0.599 	0.691 	0.547 	0.516 	0.724 	0.446 	0.623 	0.92 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,NL	25.795 	3.888 	4.288 	51.122 	35.056 	29.027 	66.013 	57.247 	61.974 	82.818 	76.833 	109.723 	95.932 	70.243 	102.679 	87.877 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,NO	: 	: 	: 	: 	: 	: 	: 	: 	63.179 	91.454 	66.182 	60.031 	98.244 	146.442 	105.684 	171.986 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,PL	65.647 	45.536 	45.834 	51.957 	49.661 	65.912 	63.161 	62.871 	94.31 	154.598 	112.349 	123.962 	76.441 	125.096 	166.132 	894.847 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,PT	5.39 	11.35 	23.106 	9.15 	9.292 	7.638 	10.159 	14.271 	13.644 	11.79 	12.924 	9.359 	10.156 	10.13 	11.564 	12.038 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,RO	7.565 	39.204 	2.288 	10.692 	2.548 	13.176 	0.565 	1.842 	12.559 	0.132 	12.881 	39.49 	98.194 	51.814 	69.535 	27.658 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,SE	68.309 	57.831 	64.538 	20.038 	23.106 	27.668 	51.247 	43.058 	37.908 	35.541 	24.628 	24.57 	35.043 	24.215 	23.929 	45.553 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,SI	2.474 	8.859 	7.583 	17.491 	1.382 	1.967 	1.972 	1.604 	2.804 	1.203 	1.75 	2.416 	4.077 	3.346 	22.108 	: 
A,IMP,ARM,MIO_EUR,EXT_EU27_2020,SK	2.17 	2.988 	1.882 	3.943 	1.945 	1.235 	3.091 	4.721 	13.739 	16.891 	9.336 	17.139 	19.341 	5.804 	9.632 	19.334 
A,IMP,ARM,MIO_EUR,INT_EU27_2020,AT	67.386 	93.583 	90.269 	66.606 	76.304 	86.745 	90.689 	63.703 	60.469 	69.656 	84.464 	116.329 	131.9 	90.795 	106.95 	135.089 
A,IMP,ARM,MIO_EUR,INT_EU27_2020,BE	173.517 	65.133 	119.73 	52.724 	44.754 	72.496 	71.441 	124.973 	87.449 	20.701 	101.435 	97.879 	89.847 	133.978 	119.725 	78.247 
A,IMP,ARM,MIO_EUR,INT_EU27_2020,BG	0.027 	0.066 	0.039 	0.03 	0.046 	0.036 	0.043 	0.036 	0.027 	0.052 	0.045 	0.045 	0.022 	0.025 	: 	: 
A,IMP,ARM,MIO_EUR,INT_EU27_2020,CH	: 	: 	: 	: 	: 	: 	: 	: 	74.852 	68.59 	80.634 	121.235 	128.499 	104.134 	126.846 	131.473 
A,IMP,ARM,MIO_EUR,INT_EU27_2020,CY	7.629 	22.404 	11.421 	24.183 	5.375 	4.525 	5.119 	7.024 	7.324 	5.216 	5.579 	5.203 	6.441 	5.236 	8.032 	6.899 
A,IMP,ARM,MIO_EUR,INT_EU27_2020,CZ	10.224 	11.941 	12.985 	12.036 	13.006 	19.633 	19.832 	19.841 	20.366 	28.879 	31.913 	33.418 	31.264 	30.013 	46.613 	44.979 
A,IMP,ARM,MIO_EUR,INT_EU27_2020,DE	64.965 	63.952 	62.108 	56.649 	71.787 	92.04 	95.255 	74.074 	83.589 	102.833 	107.795 	94.998 	107.204 	106.007 	111.356 	160.341 
A,IMP,ARM,MIO_EUR,INT_EU27_2020,DK	141.498 	48.61 	26.583 	35.056 	24.119 	24.701 	27.588 	25.835 	23.459 	32.679 	29.975 	40.038 	34.281 	42.361 	53.68 	38.784 
A,IMP,ARM,MIO_EUR,INT_EU27_2020,EE	6.567 	9.01 	30.68 	32.622 	3.353 	4.62 	4.915 	5.21 	4.084 	57.659 	16.72 	24.375 	33.449 	38.432 	49.865 	48.375 
A,IMP,ARM,MIO_EUR,INT_EU27_2020,EL	24.564 	19.383 	18.673 	11.624 	9.361 	9.632 	6.28 	6.903 	6.003 	8.279 	9.519 	6.952 	7.485 	6.042 	6.829 	10.312 
A,IMP,ARM,MIO_EUR,INT_EU27_2020,ES	112.286 	131.512 	104.01 	104.992 	109.244 	40.846 	37.685 	44.605 	47.227 	56.036 	79.975 	85.609 	76.443 	84.807 	166.83 	156.021 
A,IMP,ARM,MIO_EUR,INT_EU27_2020,EU27_2020	1179.585 	1089.901 	1040.419 	1078.449 	984.485 	992.903 	849.661 	1021.516 	1108.546 	1173.399 	1182.633 	1309.038 	1438.448 	1686.576 	1638.755 	2572.552 
A,IMP,ARM,MIO_EUR,INT_EU27_2020,FI	78.957 	58.309 	58.951 	28.606 	31.356 	32.399 	54.615 	47.887 	124.901 	84.091 	17.715 	71.642 	31.985 	18.782 	22.451 	34.896 
A,IMP,ARM,MIO_EUR,INT_EU27_2020,FR	108.334 	147.749 	101.837 	115.686 	119.255 	116.798 	116.466 	101.714 	124.901 	118.305 	130.236 	118.911 	116.444 	93.767 	110.199 	123.223 
A,IMP,ARM,MIO_EUR,INT_EU27_2020,HR	4.504 	5.274 	15.039 	17.052 	44.91 	44.517 	10.888 	6.121 	6.106 	60.314 	33.765 	6.225 	6.773 	7.062 	9.62 	14.091 
A,IMP,ARM,MIO_EUR,INT_EU27_2020,HU	24.414 	9.804 	5.958 	8.606 	4.606 	8.959 	6.642 	9.777 	14.958 	25.788 	29.128 	25.839 	72.755 	61.571 	53.63 	355.256 
A,IMP,ARM,MIO_EUR,INT_EU27_2020,IE	13.911 	6.381 	7.061 	2.923 	5.623 	9.11 	7.064 	5.725 	6.731 	4.109 	3.601 	7.727 	5.402 	5.786 	9.803 	8.846 
A,IMP,ARM,MIO_EUR,INT_EU27_2020,IS	: 	: 	: 	: 	: 	: 	: 	: 	1.045 	1.149 	1.513 	1.759 	1.901 	1.483 	1.736 	1.734 
A,IMP,ARM,MIO_EUR,INT_EU27_2020,IT	107.226 	68.828 	69.366 	75.784 	71.063 	51.663 	58.02 	51.973 	60.893 	54.235 	59.442 	56.388 	50.272 	48.128 	60.104 	82.918 
A,IMP,ARM,MIO_EUR,INT_EU27_2020,LT	4.269 	4.67 	3.203 	2.949 	2.997 	2.404 	2.58 	2.888 	2.882 	11.581 	35.059 	43.205 	73.429 	239.444 	33.05 	162.185 
A,IMP,ARM,MIO_EUR,INT_EU27_2020,LU	3.534 	4.346 	3.656 	81.076 	47.675 	4.095 	4.515 	4.621 	5.214 	5.989 	12.141 	5.965 	5.769 	5.217 	6.48 	8.227 
A,IMP,ARM,MIO_EUR,INT_EU27_2020,LV	8.317 	21.399 	13.921 	10.056 	10.356 	10.104 	10.994 	5.841 	4.153 	11.943 	10.371 	44.169 	29.76 	62.963 	81.39 	77.123 
